institutioncode	publishingorgkey	key	endorsingNodeKey	title	description	language	email	phone	homepage	city	country	postalCode	latitude	longitude	numPublishedDatasets	created	modified	
MBML	667644b9-7b93-4892-80c7-c4271735c515	667644b9-7b93-4892-80c7-c4271735c515	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Instituto Nacional da Mata Atlântica	As coleções do Instituto Nacional da Mata Atlântica – INMA, nova denominação do Museu de Biologia Professor Mello Leitão a partir de fevereiro de 2014, foram iniciadas juntamente com a criação do MBML em 1949. O INMA abriga um acervo biológico, com ênfase na biota da Mata Atlântica especialmente do Estado do Espírito Santo, com lotes da fauna, distribuídos por cinco grupos de vertebrados (peixes, anfíbios, répteis, aves e mamíferos) e espécimes da flora (herbário).  Estas coleções fazem parte da Rede Capixaba de Biodiversidade e a coleção do herbário integra o INCT Herbário Virtual. O INMA mantem intercâmbio de dados e de espécimes de suas coleções com Instituições brasileiras e estrangeiras. Os dados estão totalmente informatizados através do Programa Access. O acervo zoológico do INMA conta com cerca de 32 mil registros e 103 mil exemplares, enquanto o botânico conta com 48 mil registros, totalizando, portanto, 80 mil registros e 151 mil exemplares (março de 2015). Terceiros que venham desenvolver pesquisa científica ou tecnológica a partir de dados acessados em páginas eletrônicas do INMA ficam obrigados a mencionar (em qualquer publicação, anúncio, correspondência ou demonstração pública ) o uso da base de dados gerada pelas coleções do INMA, citando o nome da instituição e seu acrônimo, da seguinte maneira: “Instituto Nacional da Mata Atlântica (nome da coleção). Por exemplo,  “Coleção de Anfíbios MBML�?; “Coleção de Aves MBML�?; “Coleção de Mamíferos MBML�?; “Coleção de Peixes MBML�?; “Coleção de Répteis MBML�?; “Herbário MBML�?.	por			["http://www.inma.gov.br"]	Santa Teresa	BR	29650-000			1	2015-07-27T09:23:08.439+0000	2015-08-06T07:08:47.155+0000	
BGBM	57254bd0-8256-11d8-b7ed-b8a03c50a862	57254bd0-8256-11d8-b7ed-b8a03c50a862	4f6826f2-4ff6-443d-b966-e6913bd24013	Botanic Garden and Botanical Museum Berlin-Dahlem	http://www.bgbm.org	eng			["http://www.bgbm.org"]	Berlin	DE		52.45962	13.30483	55	2010-05-03T22:02:00.000+0000	2016-09-07T08:30:49.651+0000	
MNHN	2cd829bb-b713-433d-99cf-64bef11e5b3e	2cd829bb-b713-433d-99cf-64bef11e5b3e	da44cd31-5901-4687-a106-6d1c7734ee3a	MNHN - Museum national d'Histoire naturelle	The MNHN is the main French institution for natural history.  Both a scientific establishment and a public service, applying itself to research and the dissemination of knowledge, the Museum has five main founding objectives which govern and nourish all of its activities.  *Fundamental and applied research  *The collections, archives of the planet  *Education and pedagogy  *Dissemination  *Assessments	eng			["http://www.mnhn.fr"]	Paris	FR	75005			25	2011-08-03T10:26:10.000+0000	2012-01-27T10:56:12.000+0000	
BRIT	c4cbb860-e9c7-11da-8113-b8a03c50a862	c4cbb860-e9c7-11da-8113-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	Botanical Research Institute of Texas	http://www.brit.org	eng			["http://www.brit.org"]	Fort Worth	US		32.75609	-97.32747	2	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
FTG	bd561840-efdc-11d9-a329-b8a03c50a862	bd561840-efdc-11d9-a329-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	Fairchild Tropical Botanic Garden	http://www.virtualherbarium.org/vh	eng			["http://www.virtualherbarium.org/vh"]	Coral Gables	US		25.66098	-80.28302	1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
University of Alberta Museums	03cb9700-6cee-11d8-922d-b8a03c50a862	03cb9700-6cee-11d8-922d-b8a03c50a862	8f83fc96-c966-4126-83f7-bf044dc49efa	University of Alberta Museums	The University of Alberta Museums is a distributed network of 29 diverse museum collections located in faculties and departments across campus where they are used daily in teaching, research and community outreach programs. The University of Alberta collections include, but are not limited to: vascular plants, bryophyte, zoological, insect and fungal collections.	eng			["http://museums.ualberta.ca"]	Edmonton	CA	T6G2E1	53.52578	-113.52425	7	2010-05-03T22:02:00.000+0000	2012-06-14T07:05:46.000+0000	
BFL	0674aea0-a7e1-11d8-9534-b8a03c50a862	0674aea0-a7e1-11d8-9534-b8a03c50a862	4f6826f2-4ff6-443d-b966-e6913bd24013	Staatliche Naturwissenschaftliche Sammlungen Bayerns	The Bavarian Natural History Collections (Staatliche Naturwissenschaftliche Sammlungen Bayerns, SNSB) are a public consortium of scientific research institutions, natural history museums and a botanical garden. They are a sub-item of the Bavarian State Ministry of Sciences, Research and the Arts. All these institutions are located in Bavaria and have a wide range of tasks and goals. The data provided by the SNSB are processed by the SNSB IT Center (www.snsb.info). The data ownership is as cited under the single data resources.	eng			["http://www.snsb.de"]	München	DE		48.15	11.5833	74	2010-05-03T22:02:00.000+0000	2010-08-17T15:17:10.000+0000	
Jardim Bot?nico de Bras?lia (JBB)	22524448-c309-474f-8f07-d576a021868c	22524448-c309-474f-8f07-d576a021868c	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Jardim Botânico de Brasília	Conservação da flora e espécies ameaçadas, taxonomia vegetal	eng			["http://www.jardimbotanico.df.gov.br"]	Brasília	BR	71680-001			1	2015-05-22T07:55:42.336+0000	2015-05-22T07:55:42.336+0000	
GZU	43587ad0-bafb-11d9-8e53-b8a03c50a862	43587ad0-bafb-11d9-8e53-b8a03c50a862	1e789bc9-79fc-4e60-a49e-89dfc45a7188	University of Graz, Institute of Plant Sciences	http://botanik.uni-graz.at/en/	eng			["http://botanik.uni-graz.at/en/"]	Graz	AT		47.08	15.4594	1	2010-05-03T22:02:00.000+0000	2016-02-04T08:22:34.155+0000	
	b872b075-9ab5-4e27-b6c6-5add6b890379	b872b075-9ab5-4e27-b6c6-5add6b890379	97818ee4-1461-4180-bf1d-b3201050124f	BioFresh	BioFresh is an EU-funded international project that aims to build a global information platform for scientists and ecosystem managers with access to all available databases describing the distribution, status and trends of global freshwater biodiversity. BioFresh integrates the freshwater biodiversity competencies and expertise of 19 research institutions.	eng			["http://www.freshwaterbiodiversity.eu/"]		DE				28	2013-02-15T12:57:41.000+0000	2013-02-15T12:57:41.000+0000	
Pontif?cia Universidade Cat?lica do Rio de Janeiro (PUC-RIO)	d1e2f6a3-4016-46ba-b031-36f843790457	d1e2f6a3-4016-46ba-b031-36f843790457	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Pontifícia Universidade Católica do Rio de Janeiro	Recognized worldwide as one of the most important doctoral research centers in the country, the Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio) is a private non-profit Catholic University, was founded in 1940 with the objective of developing knowledge based on humanistic values. The university now has 21,000 students who come from a variety of religious, ethnic and social backgrounds. PUC-RIO has four Academic Centers: Center of Theology and Human Sciences (CTCH), Center of Social Sciences (CCS), Center of Science and Thechnology (CTC) and Center of Biological and Health Sciences, where is the Biology Department and the institutional herbaria.	eng			["http://www.puc-rio.br"]	Rio de Janeiro	BR	22451-900			1	2015-06-02T07:07:57.234+0000	2015-06-02T07:07:57.234+0000	
WCS Colombia	ab13adb9-ce23-444d-87c9-ce41f03ef2b3	ab13adb9-ce23-444d-87c9-ce41f03ef2b3	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Parques Nacionales Naturales de Colombia	Administrar las áreas del Sistema de Parques Nacionales Naturales y coordinar el Sistema Nacional de �?reas Protegidas, en el marco del ordenamiento ambiental del territorio, con el propósito de conservar in situ la diversidad biológica y ecosistémica representativa del país, proveer y mantener bienes y servicios ambientales, proteger el patrimonio cultural y el hábitat natural donde se desarrollan las culturas tradicionales como parte del Patrimonio Nacional y aportar al Desarrollo Humano Sostenible; bajo los principios de transparencia, solidaridad, equidad, participación y respeto a la diversidad cultural.	spa		["57 6 3212523"]	["http://www.parquesnacionales.gov.co/portal/"]	Bogotá	CO		4.60807	-74.07302	8	2014-11-11T20:55:00.307+0000	2014-11-11T20:55:00.307+0000	
iNaturalist	28eb1a3f-1c15-4a95-931a-4af90ecb574d	28eb1a3f-1c15-4a95-931a-4af90ecb574d	8618c64a-93e0-4300-b546-7249e5148ed2	iNaturalist.org	iNaturalist.org is a website where anyone can record their observations from nature. Members record observations for numerous reasons, including participation in citizen science projects, class projects, and personal fulfillment.	eng			["http://www.inaturalist.org"]		US				1	2012-02-09T09:06:56.000+0000	2012-02-09T09:06:56.000+0000	
	a4ee8241-94f8-40b8-8c47-31aaf9430c90	a4ee8241-94f8-40b8-8c47-31aaf9430c90	4a6f1b71-969e-4fc5-a693-282b05e1220c	Victorian Department of Environment, Land, Water and Planning		eng	["customer.service@dpi.vic.gov.au "]	["136 186"]	["http://delwp.vic.gov.au/"]	Melbourne	AU	3000	-37.81136	144.97305	1	2017-09-20T14:45:37.672+0000	2017-09-21T20:19:00.268+0000	
Bristol Regional Environmental Records Centre	950cbfcc-1cb7-46c1-92ce-05ec232512d1	950cbfcc-1cb7-46c1-92ce-05ec232512d1	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Bristol Regional Environmental Records Centre		eng	["dataenquiries@brerc.org.uk"]	["0117 9349833"]	["http://www.brerc.org.uk/"]	Bristol	GB	BS1 1UE	51.45384	-2.59339	2	2016-11-15T15:46:02.187+0000	2017-11-16T08:07:33.281+0000	
National Trust	2f855af0-a1cc-4478-b370-ddbd1e40f6eb	2f855af0-a1cc-4478-b370-ddbd1e40f6eb	d897a5b9-35ee-4232-94bd-b0bcaac003c2	National Trust	The National Trust works to preserve and protect the coastline, countryside and buildings of England, Wales and Northern Ireland.	eng	["gordon.barker@nationaltrust.org.uk"]	[null]	["http://www.nationaltrust.org.uk/"]	Swindon	GB	SN2 2NA	51.56383	-1.79738	8	2017-05-09T14:03:09.543+0000	2017-11-16T08:12:39.929+0000	
LSU	38a69420-bd2a-11dd-b15e-b8a03c50a862	38a69420-bd2a-11dd-b15e-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	Louisiana State University Herbarium	http://www.herbarium.lsu.edu/	eng			["http://www.herbarium.lsu.edu/"]	Louisiana	US		30.41015	-91.19531	5	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
FR	c76cf030-2a95-11da-9cc1-b8a03c50a862	c76cf030-2a95-11da-9cc1-b8a03c50a862	4f6826f2-4ff6-443d-b966-e6913bd24013	Senckenberg	http://www.senckenberg.de/	eng			["http://www.senckenberg.de/"]	Frankfurt am Main	DE		50.1167	8.6833	147	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
USP	76dbcb10-efc5-4d5f-87a5-bcd409fc92c8	76dbcb10-efc5-4d5f-87a5-bcd409fc92c8	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade de São Paulo	University of São Paulo (USP) is one of the major institutions of higher learning and research in Brazil, and is responsible for educating a large part of Brazilian Masters and Ph.Ds. The SPF Herbarium is one of its three herbaria. It holds important collections of marine algae and Brazilian campo rupestre plants, as well as some angiosperm groups, such as Annonaceae, Bignoniaceae, Eriocaulaceae, Rutales and Velloziaceae. Its associated Xylarium (SPFw) is among the most important in Brazil.	eng			["http://www.usp.br"]	São Paulo	BR	05508-090			3	2015-06-02T12:41:25.046+0000	2015-06-02T12:41:25.046+0000	
UFRPE	06542f02-868b-4651-aed4-1ae6b2eb4eb7	06542f02-868b-4651-aed4-1ae6b2eb4eb7	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal Rural de Pernambuco	Desde a fundação da Escola Superior de Agricultura, em 1912, até hoje, a Universidade Federal Rural de Pernambuco (UFRPE) tem alcançado uma coleção de bons resultados devido aos investimentos em ações de ensino e pesquisa e à visão empreendedora da Instituição. Composta por cerca de hum mil professores, 900 técnicos e 17 mil estudantes, a UFRPE desenvolve suas atividades voltadas para a busca intensa do conhecimento científico nas áreas de Ciências Agrárias, Humanas e Sociais, Biológicas, Exatas e da Terra, tanto para a evolução educacional e tecnológica do Estado quanto para atender a necessidades e anseios da sociedade. A Instituição é sediada no Campus de Dois Irmãos, no Recife, e tem suas ações estendidas por todo o Estado através das unidades Acadêmicas de Garanhuns (UAG) e Serra Talhada (UAST), e dos campi avançados, ou seja, extensões situadas no Litoral, na Zona da Mata, no Agreste e no Sertão de Pernambuco. A integração entre o corpo discente e o docente quase todo constituído por mestres e doutores com formação em universidades renomadas e a intensa atividade de pesquisa fazem da Universidade um centro de excelência nacional nas áreas em que atua.	eng			["http://www.ufrpe.br"]	Recife	BR	52171-900			2	2015-06-02T07:33:36.905+0000	2015-06-02T07:33:36.905+0000	
Universidade Federal de Santa Catarina (UFSC)	d254f613-d4dd-4553-9fe3-b9485ca28371	d254f613-d4dd-4553-9fe3-b9485ca28371	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de Santa Catarina	O Foco da Universidade Federal de Santa Catarina é Ensino, Pesquisa e Extensão em diferentes áreas do conhecimento.	por	["herbarioflor.bot@contato.ufsc.br"]	["+55 48 3721-2905"]	["http://ufsc.br/"]	Florianópolis	BR	88040-900			1	2015-05-11T10:35:41.242+0000	2015-05-11T10:35:41.242+0000	
UESC	1c72778c-05de-4f31-b83a-ff541ce5dff7	1c72778c-05de-4f31-b83a-ff541ce5dff7	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Estadual de Santa Cruz	A UNIVERSIDADE ESTADUAL DE SANTA CRUZ (UESC) teve sua origem nas escolas isoladas criadas no eixo Ilhéus/Itabuna, na década de 60 - Faculdades de Direito de Ilhéus e de Filosofia e de Ciências Econômicas de Itabuna. Em 1972, resultante da iniciativa das lideranças regionais e da CEPLAC, formou-se a Federação das Escolas Superiores de Ilhéus e Itabuna – FESPI, reunidas em Campus, na Rodovia Ilhéus/Itabuna, no município de Ilhéus, pelo Parecer CFE 163/74. Em 1991, foi estadualizada, quando o Governador do Estado incorporou a FESPI ao quadro das escolas públicas de 3º grau da Bahia, pela Lei 6.344/1991. Em 1995, a UESC teve seu Quadro de Pessoal aprovado pela Lei nº 6.898, ficando reorganizada sob a forma de Autarquia. Pelo fato de estar situada numa região de agropecuária, gradativamente esta Universidade vem se estruturando para afirmar seu papel agro-ecológico, daí dar especial ênfase aos cursos de Agronomia e Biologia, bem como implementar ações de pesquisa e de extensão nessas áreas. Para tal, volta-se essencialmente para programas de pós-graduação nessas áreas, com enfoque na preservação da Mata Atlântica, cuja fauna e flora oferece rico material de pesquisa, principalmente pelo alto índice de endemismo e de espécies raras. Na área extensional, a instituição tem procurado criar programas interativos com empresários, produtores rurais, associações civis, num esforço conjunto para a busca de novas alternativas para o desenvolvimento regional e para solução de problemas vitais para a comunidade, a exemplo do trabalho que ora lidera no sentido da recuperação das bacias hidrográficas.	eng				Ilhéus	BR	45662-900			1	2015-05-28T14:35:45.628+0000	2015-05-28T14:35:45.628+0000	
UFG	b3422768-adc1-4be2-9f59-c1d7af724428	b3422768-adc1-4be2-9f59-c1d7af724428	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de Goiás	O herbário foi criado em 1968, está registrado no INDEX HERBARIORUM. Ele é depositário de mais de 80 mil plantas decorrentes, principalmente do levantamento da flora dos Estados de Goiás e Tocantins- Coleção Rizzo. Essa coleção conta com 45 volumes de fanerógramas, 7 volumes de Criptógramas e 2 volumes sobre os naturalistas que estiveram no século XIX no Brasil e percorreram a província de Goiás. Além de atender as unidades acadêmicas e órgãos da UFG e as diversas instituições de pesquisa nacionais e internacionais, o Herbário serve de apoio também a elaboração de dissertações e tese, e à comunidade, identificando plantas medicinais, tóxicas e ornamentais.	eng			["http://www.ufg.br"]	Goiânia	BR	74001-970			2	2015-06-02T07:23:41.822+0000	2015-06-02T07:23:41.822+0000	
UFMA	eae63642-6f0d-45b9-a079-6ecd34406631	eae63642-6f0d-45b9-a079-6ecd34406631	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal do Maranhão	Com mais de três décadas de existência, a Universidade Federal do Maranhão, UFMA, tem contribuído, de forma significativa, para o desenvolvimento do Estado do Maranhão, formando profissionais nas diferentes áreas de conhecimento em nível de graduação e pós-graduação, empreendendo pesquisas voltadas aos principais problemas do Estado e da Região, desenvolvendo atividades de extensão abrangendo ações de organização social, de produção e inovações tecnológicas, de capacitação de recursos humanos e de valorização da cultura.	eng			["http://www.ufma.br"]	São Luís	BR	65080-805			1	2015-06-02T10:14:42.427+0000	2015-06-02T10:14:42.427+0000	
